Region,Col1,Contents,Date,Joy_count,Peace_count,sentiment
Jeddah,Saud☢️,مااافيييي فايدددةة https://t.co/R6jZFy1G40,22/02/2019 10:57,0,0,Other
Jeddah,"‏عمدة،طويطر",@Bassmah_ahmad @lanasalii 😂 ربنا يستر عليكي من البروتين,22/02/2019 10:57,0,0,Other
Ahsa,روان النعيم✨,ألا ليت أحلام المنام يقين 💙.,22/02/2019 10:56,0,0,Other
Makkah Al Mukarrama,رّ,عارفه ان الحياة ماراح توقف على زعلي لكن زعلانة...,22/02/2019 10:56,0,0,Other
Riyadh,فهد محمد الفوزان,@s_2016_t @niu_92 @Edu3H وانت تصيح الين الحين لا حول تغد يا ولد,22/02/2019 10:56,0,0,Other
Riyadh,waleed,@Iyosx @Lionel__FCB هذا بالصيف يايوسف لكن بالشتاء مستحيل لان اصلا النادي ماراح يفرط في لاعيبته,22/02/2019 10:56,0,0,Other
Dammam,أحمدالعريمه,"@ksagaca تعليمات طيران اديل @flyadeal تختلف عن التعليمات الموجودة بمطار @KFIAirport 
التعليمات المرسله لنا تنص على… https://t.co/d5an22LR9d",22/02/2019 10:56,0,0,Other
Riyadh,محمد5,"ﻻ تكن مهتما كثيرا…فبعض القلوب ﻻ تشعر""
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:56,0,0,Other
Makkah Al Mukarrama,Abdullah Alghamdi,@desertlover79 @salehajaber91 عشان كذا الشرقيه عالم ثاني واخترت اعيش في الخبر لانها نموذج للمدينة الراقيه والمتطوره ما اجملها وما أجمل اهلها,22/02/2019 10:56,0,0,Other
Jeddah,رحًيِلّ,*أسأل الله العظيم أن يصبحكم بصباح الآمنين ويجعلكم من عباده الصالحين وينور قلوبكم بالايمان والرضا والعفو عن مامضى وأ… https://t.co/uimfxqNwMa,22/02/2019 10:56,0,2,Peace
Jeddah,(أبويزن),"@Alhilal_FC أفضل شئ في مباراة الهلال و الاتحاد بعد الأهداف طبعاً، تماسك الدفاع وصلابته. وتغيره عن جميع المباريات في… https://t.co/J6DxFORhZT",22/02/2019 10:56,0,0,Other
Makkah Al Mukarrama,عَ,صداااع كريييييه,22/02/2019 10:56,0,0,Other
Jeddah,l,حماس والله جامعتنا مسويين ابلكيشن و كذا يشبه الانستقرام😂💔 https://t.co/AxXp53KW1c,22/02/2019 10:56,0,0,Other
Riyadh,osama barakah,"#يوم_الجمعه
يارب اسعدهم وحقق امانيهم وانزل عليهم رحمتك وبركاتك ورزقك اللهم اشفي مرضاهم ورحم موتاهم وشافي جرحاهم ونحن واياهم",22/02/2019 10:56,1,1,Other
Unayzah,جود,اللهم صلِ وسلم على محمد .,22/02/2019 10:56,0,1,Peace
Jeddah,م.عبدالرحمن الطبيقي Eng.Abdul Altobige,"#شركة_المياه_الوطنية #شركة_المياه جايين مكسرين مدخل البيت و تركوه بهذي الحالة لهم يومين ، ايش وضعكم اذا طفل أو اَي… https://t.co/2C6hLE8OkX",22/02/2019 10:56,1,0,Joy
Taif,raghad,"#يوم_الجمعهِ 
اللهم في يوم الجمعه اغفر لنا ما مضى وأصلح لنا مابقي واكتب لنا رضاك وعفوك والجنه❤️.",22/02/2019 10:56,0,0,Other
Dammam,Unknown,متى انقل الرياض واستقر بجامعة زي الناس,22/02/2019 10:56,0,0,Other
Al Ula,Nader Alblwi,#فرسان_القصيد_محمد_البلوي كفو شاعر جزل ماشاءالله وخير من يمثلنا,22/02/2019 10:56,0,0,Other
Riyadh,عمر المحيمد,ان شاء الله فوز شبابي #القادسيه_الشباب,22/02/2019 10:56,0,0,Other
Sharurah,اللهم اغفرله ووالديه,اللهم صَل علي سيدنا محمد..🌴🌴,22/02/2019 10:56,0,0,Other
Jeddah,مَلاكْ الشريفّ,@mnaw7 سُبحان الله ربي يعطي بعض الحريم صبر وحكمه فوق العاده .,22/02/2019 10:56,0,0,Other
Riyadh,منصور الضبعان,@abufaaleh امين.. اطال الله عمرك بعافية على طاعته🌹,22/02/2019 10:56,0,0,Other
Riyadh,هويمل الشقير,"لا تحصر نفسك في مكان او شخص او فكرة.
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:56,0,0,Other
Baha,هبا👩🏻‍🎨,كانت من امنياتي اني اصير مانغاكا بس....:( https://t.co/LtVevg1LdC,22/02/2019 10:56,0,0,Other
Unayzah,noha .,رساله عن ألف رساله❤️,22/02/2019 10:56,0,0,Other
Riyadh,م / بسام العطاوي,@mohalsulami من متابعتي لكلام الوزير الكويتي ! يقول بأن قطر تريد أن تقيم انبوب الغاز على نفقتها والسعر جيد ؟! طبعاً… https://t.co/wpRi9xvcYW,22/02/2019 10:56,0,0,Other
Sabya,عبدالرحيم,صوت صرصار الليل https://t.co/jV3pNPhhJu,22/02/2019 10:56,0,0,Other
Jeddah,مدحت حلاب -قدها-KK_Chief Social Motivator,"@JamaliDima تشرفت بلقاءكم سعادة النائب...
وتم ارسال اقتراح مشروع يتماشى مع الخيمة الرماضية بدعم من سعادة السفير الس… https://t.co/SdoRHxkPAS",22/02/2019 10:56,0,0,Other
Riyadh,ِ,اللهم صلِّ وسلم على نبينا محمد❤️,22/02/2019 10:56,0,1,Peace
Makkah Al Mukarrama,علي العدواني  🇸🇦,"#يوم_الجمعة 
#غرد_تغريده_صلاه_عالنبي https://t.co/UpBh5ntSZc",22/02/2019 10:56,0,0,Other
Jeddah,ammar mohammed,اللهم صلي وسلم على اشرف الخلق نبينا محمد🖤 https://t.co/Jce5jwIylY,22/02/2019 10:56,0,1,Peace
Madsa,كتومـه🖤,@_cv90 حراام ما يطبه ولا يشوف شي مني يتريح,22/02/2019 10:56,0,0,Other
Jeddah,Carlos Eduardo.,"من تصويري امس ل هدف قوميز 😍🐾🐾🐾💙💙💙💙.
@BafGomis 
@BafGomis @Alhilal_FC https://t.co/Dv6Wi1YND3",22/02/2019 10:56,0,0,Other
Jeddah,it's Dr.Elaf🎈بنت بيةّ,@BayanYar بأعاير الجوال ١٢ و اجلس اعمل ريفرش من ١٢ ل ١.٣٠😂😂😂😂الين مايفتح ادخل بسرعة احجز و تكون جنبك بطاقة البنك..,22/02/2019 10:56,1,0,Joy
Jeddah,آخر الليل,"@qtr_msms @Dralnoaimi @MBA_AlThani_ صحيح وزير خارجيتكم #نامق  مثلَكم خير تمثيل .. عندما اعترف 
بأن #قطر  تدعم الاره… https://t.co/3gdyCJGLtf",22/02/2019 10:56,0,0,Other
Riyadh,ممدوح راشد,"خلك شخص مايفرض نفسه على أي أحد ابداً .
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:56,0,0,Other
Jeddah,حسن السليماني,"قالوا..
إذا احببت في الدنيا فأحبب الطيبين فإنهم إذا غبت عنهم (فقدوك)...
وإذا غفلت (نبهوك)...
وإذا دعوا لأنفسهم(لم ي… https://t.co/6zgtwd7y3J",22/02/2019 10:56,0,0,Other
Jubail Industrial City,هــديل,"أنا يا سيدي هادي، أضل أشتاق وما أنادي",22/02/2019 10:56,0,0,Other
Jeddah,الراقي,@A_FAHAD24 غسيل سيارات من الصبح,22/02/2019 10:56,0,0,Other
Al Khobar,راشـد.🦋,"@sarhaniy يا صبرك عليه ، ارصعه بلوك خله يولي",22/02/2019 10:56,0,0,Other
العزيزيه,نواف ابن غنيم,https://t.co/BcQRz97TGO,22/02/2019 10:56,0,0,Other
Umluj,🇸🇦🌙🕊 العلي🕊🌙🇸🇦,@nooff11223 https://t.co/hVJ9mvkErQ,22/02/2019 10:56,0,0,Other
Jeddah,بوح,"إذا ضاق عليك أمر فتصدق 
قال تعالى 
﴿فأما من أعطى واتقى وصدّق بالحسنى﴾
 والنتيجة..
﴿ فسنيسره لليسرى ﴾. 

يسّر اللهُ… https://t.co/txlWEAvp80",22/02/2019 10:56,1,0,Joy
Yanbu,سارا بنت عبدالله ⚖️.,@88_abdullah_ كلهم ما طقهم الزين.,22/02/2019 10:56,0,0,Other
Dammam,𝚆𝙴𝙹𝙳𝙰𝙽 𝙰𝙻 𝚂𝙷𝙴𝙷𝚁𝙸🌦,"عندما أقول لأحدهم "" أعرفك "" لست أعني -أعرفك- بمقاييسها لكنني أعرفك بما تشتهيه عيني من حُب وبما يجيده قلبي لكَ من حس… https://t.co/BroszLO9b1",22/02/2019 10:56,0,0,Other
Sharurah,اللهم اغفرله ووالديه,https://t.co/xkN8uuzc5M,22/02/2019 10:56,0,0,Other
Jeddah,FARID TAUFIK,"Certificate No 71 ""Most Number Of Certificates Received By An Individual"" Malaysia Book Of Record Record Breaking A… https://t.co/DnlgGPrk9I",22/02/2019 10:56,0,0,Other
Eastern,nagappar raveendran,vg,22/02/2019 10:56,0,0,Other
Al Khobar,Liani Pérez,"TGIF!!!

I'll mesmerize you... into my universe! Look into my EYES! @ Planet Earth https://t.co/h9JOs4DMeN",22/02/2019 10:56,0,0,Other
Ahsa,mohamed al amer4,اللهم صلّ وسلم على سيدنا محمد قدوتنا وحبيبنا وشفيعنا إلى الجنة بإذن الله.,22/02/2019 10:56,0,2,Peace
Ahsa,خالد العتيبي,"غودين ممتاز ما يختلف عليه الاثنين ، لكن تشوفون الانتر يحتاج هاللاعب ودفاعنا يعتبر الافضل ؟؟؟

@alhashemy_1… https://t.co/zVdGDCIpDs",22/02/2019 10:56,0,0,Other
Al Wajh,خالد البلوي,"﷽

 ﴿ان الله وملائكته يصلون على النبي ياايها الذين امنو صَلُّوا عَلَيْهِ وَسَلِّمُوا تسليما﴾ 

صلو على الحبيب ﷺ”",22/02/2019 10:56,0,2,Peace
Dammam,GO BARCA,@Lionel__FCB و الموجدين يضحكون و البكيري مسوي ان صايد الوضع و طبل يا مطبل 🤷🏻‍♂️,22/02/2019 10:56,0,0,Other
Umluj,🇸🇦🌙🕊 العلي🕊🌙🇸🇦,@wsma92 https://t.co/5FO4mKGdv1,22/02/2019 10:56,0,0,Other
Riyadh,مي التويجري,https://t.co/lC3HgFZ2Sr,22/02/2019 10:56,0,0,Other
Riyadh,-,لي مع ضحكتك اسرررررار,22/02/2019 10:56,1,0,Joy
Riyadh,المصممة نوال الخنيني,@M7mmdthamer والله انهم فخر لنا👍🏻👍🏻👍🏻🇸🇦🇸🇦🇸🇦,22/02/2019 10:56,0,0,Other
Hail,مُغرم.,@_hvcil سرقتي تفكيري إلين أستوطنتِ قلبي🖤.,22/02/2019 10:56,1,0,Joy
Makkah Al Mukarrama,saad algarni,"#غرد_وذكر_بالله
سبحان الله
الحمد لله
الله اكبر",22/02/2019 10:56,0,2,Peace
Northern,رنيم فَهد.,"💛🌼""#الربيع https://t.co/92WMDijO0D",22/02/2019 10:56,0,0,Other
Sabya,عبدالرحيم,@14_Aloly السيتي ما يحتاج يتعاقد,22/02/2019 10:56,0,0,Other
Makkah Al Mukarrama,حنين الجنان,@Asd800833 اللهم آمين ....,22/02/2019 10:56,0,0,Other
Hail,متعب خليف المـرّوب,الحمدالله عالوووصووول الحائل عمرررره وفوزززز الهلال💪🙏 https://t.co/DweZhGu8Su,22/02/2019 10:56,0,0,Other
Riyadh,Abdulmohsan Jaffr,@Md1402H Next week,22/02/2019 10:56,0,0,Other
Riyadh,Faris ★,"@FahadBoi ريان يقول حلوه ومدري وش والله خايسه، لا من كراسي مريحه ولا من الصاله نفسها ماهي مجهزه للسينما يعني لو قدا… https://t.co/2osxRkzPRm",22/02/2019 10:56,0,0,Other
Ahsa,•,@Janyeoll @V1mp_ ادهم مره ثانيه!😂😂😂,22/02/2019 10:56,0,0,Other
Qatif,"﮼سكينةبنت،حسن✨","#بكلمه_اوصف_الحب
بشع💔❕",22/02/2019 10:56,0,0,Other
Tubarjal,المشتاق,https://t.co/aql2Pd7lSk,22/02/2019 10:56,0,0,Other
Jeddah,"‏عمدة،طويطر",@OkUsama86 😂 جمعاً ياخواجه عقبالك 😜,22/02/2019 10:56,0,0,Other
Taif,Lama,"تُصلي عليه صلاةً واحده فيُثني عليكَ اللهُ بها عشراً،اللهُم صلِ وسلم على نبينا مُحمّد💛",22/02/2019 10:56,0,1,Peace
Dammam,Zainab Alghimgham,"لهالدرجة رجولتكَ هشة ، تهتز لهذا الأمر التافِه. ! https://t.co/XFlPwlHaiL",22/02/2019 10:56,0,0,Other
Riyadh,abdulmohsin saleh,I'm at Caffé bene in Riyadh https://t.co/3kL16JtJQa https://t.co/50y9FZk2J7,22/02/2019 10:56,0,0,Other
Riyadh,nadeen samhouri 🦋نۨــٰٱ̍دٻۧــنۨ,مساكين علي أساس 🙄 https://t.co/WT5Mt1bUwv,22/02/2019 10:56,0,0,Other
Riyadh,مي التويجري,@InstituteMEC https://t.co/VRhI2KB6NR,22/02/2019 10:56,0,0,Other
Riyadh,hnr🇸🇦,"- الاطمئنان  
 ﴿إنّ الله يغفر الذُنوب جَميعا﴾  #غرد_وذكر_بالله",22/02/2019 10:56,0,2,Peace
Jeddah,jhangir khan,بِسمِ اللہِ الرحمن الرحیم۔۔ https://t.co/CYBRVyVK4b,22/02/2019 10:56,0,0,Other
Riyadh,فَہدِ آلُعٍآلُميَ,@athbbaa91 آمين اللهم صلي وسلم عليه,22/02/2019 10:56,0,1,Peace
Riyadh,"ibrahim Alrasheed ،،،، 58",@alshwiki1 حلم ابليس بالجنه,22/02/2019 10:56,0,0,Other
Sharurah,اللهم اغفرله ووالديه,سبحاااااان الله وبحمده ....سبحااااان الله العظيم🌺🌺🌺🌺🌺🥀🌺🌺🌺🌺🥀,22/02/2019 10:56,0,0,Other
Makkah Al Mukarrama,حادي الوجد,"@nahawnd989 @alshaikhhend @nada9sa قال الله تبارك وتعالى ""يُرِيدُونَ أَن يُطْفِئُوا نُورَ اللَّهِ بِأَفْوَاهِهِمْ… https://t.co/SpWlqQocW7",22/02/2019 10:56,0,0,Other
Riyadh,Mashael Aljasser,#وش_قهوتك_المفضله The homemade favorite ♥️ https://t.co/ZLqFI83x2h,22/02/2019 10:56,0,0,Other
حي الخالدية,أكـرم,@dwcrr11 اعرفك ما راح تتحميلنهم 😂,22/02/2019 10:56,0,0,Other
Jeddah,عساك تبقين لي امي🖤,"أشعُر بالانتصار في كل مرة ينتظر أحدهم مني ردة فعل سيئة وتهجّم وأكون عادي جدًا، اوه يالخيبتك..",22/02/2019 10:55,0,0,Other
Dammam,نوره الشعبان,@albakheet1983 @UOD_EDU_SA @prep_iau @nassersr @minister_moe_sa @iau_edu_ksa @mohe_sa @IAU_AR @EdhaahIAU… https://t.co/h6box9YgrH,22/02/2019 10:55,0,0,Other
Jeddah,faiz bin saif,@Omer_salih77 @atayyh اتفق معك..و تأكد مو هدفي تكسير المجدايف..مجرد بوح و فضفضة من حزن على مايجري من بعض إخوتنا في مرحلة عنق الزجاجة الحساسة,22/02/2019 10:55,0,0,Other
Kingdom of Saudi Arabia,روز.المطيري.🖤,@rl1iix لا.,22/02/2019 10:55,0,0,Other
Riyadh,N A ! F 〽️ 🇸🇦,"#جمعه_مباركة 
اللهمَ يا واهبَ الأرزاق افتَح لنا أبواب رِزقك وَ يسر لنا أمرَنا و فرج همَنا و أسعد قلوبنا و ارحم امواتنا~",22/02/2019 10:55,1,3,Peace
Dhahran,Khalid,4 hours sleep.. https://t.co/JglmU3lswC,22/02/2019 10:55,0,0,Other
Dammam,ابو دندن 🔴,@majed1357913579 @CareemKSA هذي اكيد الكابتن كتب صفر واذا حط المبلغ ادخل على نفس الرحلة وراسلهم واكتب مشكلتك وراح ت… https://t.co/NuGIeHhwy4,22/02/2019 10:55,0,0,Other
Al Khobar,راشـد.🦋,@hizam22 @HS__mz @KHALED55514 والاستاد هههههههههههه,22/02/2019 10:55,0,0,Other
Riyadh,مليت احب,"من يَكرهك لن يُؤذيك إطمئن ..لن يُؤذيك الا من تُحب .
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:55,0,0,Other
Riyadh,ساره,"#عيش_يومك
جميل",22/02/2019 10:55,0,0,Other
Hail,טוטה,@citizenaccount المرفقات لها دخل بالاهليه اولا ؟ https://t.co/jCtChPkC25,22/02/2019 10:55,0,0,Other
Jeddah,سلطان ولدن لسليمان .,@Fa47hd يعالجه ويتركه صاحي انت,22/02/2019 10:55,0,0,Other
Riyadh,صالح #ملكي 💚💚,"كلما تذكرت لقاء الاهلي و النصر بالدور الاول و فوزنا عليه ينتابني غصه و غبنه الله بها عليم .؟؟
من أسباب صدارة النادي… https://t.co/blzrRd4NYy",22/02/2019 10:55,0,0,Other
Jeddah,Shoug.,Someone hire a hitman to shoot me for still trying on a hopeless wrong case.,22/02/2019 10:55,0,0,Other
Riyadh,"﮼ابراهيم،المنيف","* عبدالرزاق حمدالله
* عمر السرمة
* قوميز
هؤلاء الثلاثة يثبتون لك أن تسجيل الاهداف أسهل من شرب الموية👌… https://t.co/wplsplBlWJ",22/02/2019 10:55,1,0,Joy
Makkah Al Mukarrama,Samaher,اللهم صلّ وسلم على حبيبنا محمد ♥️,22/02/2019 10:55,0,1,Peace
Al Dawadmi,فارس العتيبي.,@3ziHfc ههههههههههههههههههههههههههههههههههههههههههههههههههه!,22/02/2019 10:55,0,0,Other
Riyadh,Hyatt Regency Riyadh,"We know how much your work means to you. 
We assure you a flawless meeting at our high-tech and modern meeting spac… https://t.co/XLKsTBdthq",22/02/2019 10:55,0,0,Other
Yanbu Industrial City,مشعل الحربي ♊,"تفاصيل عجيبة يرويها الشيخ فهد الصباح
أثناء اللحظات الأولى لغزو الكويت 💔

#بالمختصر",22/02/2019 10:55,0,0,Other
Al Khobar,Nouf,"اللهم إجعلنا في يوم الجمعه ممن عفوت عنهم، ورضيت عنهم ، وغفرت لهم، وحرمتهم من النار، وكتبت لهم الجنة🧡",22/02/2019 10:55,0,1,Peace
Jeddah,RD,فوق الي فيني وهيا عارفه مضايقتني والله ماخلي قلبي يزعل عشان احد سبحان الله الي تحبه يسوي فيك كذا وانت مرا موجوع والي يغبن اكثر انو عارف اهخخ,22/02/2019 10:55,0,0,Other
Dhahran,فهد طلال الخشرمي,@haifaotaa كم عطوه من الريال القطري ؟؟؟؟؟؟,22/02/2019 10:55,0,0,Other
Riyadh,قاف,"الصمت اجمل وحين تريد ان تتكلم..... تكلم او تتالَّم...!!
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:55,0,1,Peace
Zulfi,وجدان ☁,يالله وش جفاف البشششششرهه هذا ؟؟,22/02/2019 10:55,0,0,Other
Riyadh,🇸🇦 محمد 🇸🇦,"@tha___Queen متى تنتهي هذي الظاهره (رمي العلب) التي شوهت رياضتنا وعوقبنا اسيويا بسببها ..
هيئة الرياضة هي مسؤولة مس… https://t.co/c1eY6Tnd7j",22/02/2019 10:55,0,0,Other
Riyadh,شفيقة يوسف أم محمد,@salwa_z @bint_elderh1 @Toomaa_6 @Edaaary امين يارب,22/02/2019 10:55,0,0,Other
Riyadh,MN♛.,I'm at @Starbucks in Riyadh https://t.co/nahBkoWqoe,22/02/2019 10:55,0,0,Other
Riyadh,العنود 💘,ما بقى شي على رمضان الي بقاله قضاء ما خلصه يبداء يصوم ويقضيه 🙏,22/02/2019 10:55,0,0,Other
Jeddah,Hashim,@34up_ https://t.co/rPufTCD3o3,22/02/2019 10:55,0,0,Other
Riyadh,ahmad ALfatek,"@e94r_ @_li2iil يسعد مساكم ياهل الود والخير.
ويسعد مساء من جابني في مساكم
اليوم غنتك القوافي عن الغير.
يامن سحر عطر… https://t.co/DfqesJxeEO",22/02/2019 10:55,1,0,Joy
KAEC Beache,Safaa✨,الجو پيرفيكتو,22/02/2019 10:55,0,0,Other
Riyadh,شيخ الأندية الليث,القلب داعي لك يا ابيض #القادسيه_الشباب,22/02/2019 10:55,0,0,Other
Jeddah,غسان بادكوك,"لا أروع من هذه التابلوهات الجميلة سوى صوت (الست)، وقوة الإحساس، وعذوبة الكلمة، وعبقرية اللحن.
بإختصار .. هذا فن مقا… https://t.co/Xou5UNnfqH",22/02/2019 10:55,0,0,Other
Riyadh,.,اللهم في يوم الجمعة أفرحنا بخبر جميل واشف كل مريض و ارحم كل ميّت و اشرح صدورنا و يسّر أمورنا و اجعل هذه الجمعة استجابة لكل دعاء💛💛💛💛.,22/02/2019 10:55,1,3,Peace
Jeddah,د .عبير خياط,"البعض يعتقد ان #الشخص القوي لم يشعر ب #الالم قط.. واقعياً،  ان اقوى الأشخاص هم من شعرو به  تفهموه و تقبلوه !",22/02/2019 10:55,0,0,Other
Riyadh,نويصر,@lteff_18 احتقان وحلق,22/02/2019 10:55,0,0,Other
Makkah Al Mukarrama,saad algarni,#غرد_تغريده_صلاه_عالنبي https://t.co/U9GUaEGBP2,22/02/2019 10:55,0,0,Other
Riyadh,"💎""(يوسفـ  الـــز هــراني )""💎","أسأل الله العظيم ...
أن يحقق لي ولكم جميع ماأتمنى وتتمنون 
و أن يفتح لي ولكم باب الرزق من حيث لا أحتسب و لا تحتسبون… https://t.co/FFtlynWCnn",22/02/2019 10:55,0,0,Other
Balqarn,سعد محمد القرني,#يوم_الجمعه https://t.co/3sm33j591L,22/02/2019 10:55,0,0,Other
Riyadh,Zeesh Malik,https://t.co/UxVX3qwRIN,22/02/2019 10:55,0,0,Other
Jeddah,حمد,حتي لو عوقب الجماهير تهتف من خارج الملعب روح اخرص خرصان,22/02/2019 10:55,0,0,Other
Riyadh,Ali m al sbaie,"@obaid_alazmaa @afaaa73 صح لسانك يابو محمد قصيدة جزله ومعبرة تجاة الأمير عبدالعزيز بن فهد ،  ويستاهل ابو اليتامى وكريم اليد النديه .",22/02/2019 10:55,0,0,Other
Unayzah,قطعة الماس,@shubaili_MOHD بس منت حريص على صحتك وأنا اخاف عليك 😇,22/02/2019 10:55,0,0,Other
Dammam,تاكسي الدمام,@Ask_Alsharqeya اتوقع بمحل القناص بحي بدر,22/02/2019 10:55,0,0,Other
Dammam,"محمد بن سعود،،،",https://t.co/kAnnuALENl,22/02/2019 10:55,0,0,Other
Riyadh,متعب,"يا حي ياقيوم برحمتك استغيث اصلح لي شاني كله
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:55,0,0,Other
Riyadh,sherif yasien,@mohammedALi8996 هندسة ممكن تبعتلى رقم جوالك 🙏,22/02/2019 10:55,0,0,Other
Al Khobar,نـاصر الـعلياني,El mejor del mundo 🙏🏻👑🌍 https://t.co/YKMC4xEuEF,22/02/2019 10:55,0,0,Other
Arar,هديل المطرفي,#المطر https://t.co/nTUr2mk8Td,22/02/2019 10:55,0,0,Other
Taif,قروب الموج الأزرق,"#مباريات_اليوم | الجمعة 22 فبراير

⏰المواعيد
📺القنوات الناقلة
🎙المعلقين https://t.co/jDifHlZyub",22/02/2019 10:55,0,0,Other
Dhuba,فارس الحويطي,@Almarsed729 نعم تستعمل في تبوك ومحافظاتها على الساحل. وتقال للرجل الكذوب. فلان خرّاط أو خروط.,22/02/2019 10:55,0,0,Other
Al Madinah Al Munawwarah,Ebtehal.,ومن رذاذ الغيم هي انعم وارق.,22/02/2019 10:55,0,0,Other
Tubarjal,المشتاق,https://t.co/ud0VMf5vdN,22/02/2019 10:55,0,0,Other
Riyadh,نويصر,@xwx_14 لا ولا طرى,22/02/2019 10:55,0,0,Other
Makkah Al Mukarrama,اسماء,جئناكِ شوقاً وحنيناً يا مكه ✨🕋 https://t.co/tS94aepqQT,22/02/2019 10:55,0,0,Other
Ahsa,"Alsulieman, Abdullah",@IamRakann Same to you buddy 🌹🌹🌹,22/02/2019 10:55,0,0,Other
Hail,مُغرم.,"@_hvcil كانت النظرة لثواني..
لماذا شعرت وكأن قــلبي أزهر لمئة عام 🖤 ؟ .",22/02/2019 10:55,0,0,Other
Makkah Al Mukarrama,عمر,@xiiah7 ايه,22/02/2019 10:55,0,0,Other
Riyadh,صدى البريميرليغ ™,"سيرجيو روميرو بقميص مانشستر يونايتد:

🔴 مباريات (43)
🔴 كلين شيت (27)
🔴 استقبل (20) https://t.co/nJYtwuqh8k",22/02/2019 10:55,0,0,Other
Kingdom of Saudi Arabia,محمدالقريوي ابومنصور,"#اقتباسات_من_هنا_وهناك:""إن الفشل لا يعتبر أسوأ شيء في هذا العالم، إنما الفشل هو أن لا
نجرب."".",22/02/2019 10:55,0,0,Other
Riyadh,عبير,"،،اسمع وعي وطبق اللهم اعنا ع انفسنا وابعد عنا الشيطان،،
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:55,0,1,Peace
Makkah Al Mukarrama,عبدالله,"#يوم_الجمعه

 اللهم صل وسلم على حبيبنا محمد وعلى اله وصحبه اجمعين🌹",22/02/2019 10:55,0,1,Peace
Riyadh,Mshahbaz (محمدشهباذ),@the_jawed Jabardast,22/02/2019 10:55,0,0,Other
Riyadh,AHMED BIN TALAL,@asoomah1927 ايه والله الحمدلله مبارتنا الجايه مع الطحالب والله وصمة عار زي ماقال فواز لو صار اي شي,22/02/2019 10:55,0,1,Peace
Hafr Al Batin,يوسف♕⁵¹,@Sslln8 حظر على طول 😂🤦🏻‍♂️,22/02/2019 10:55,0,0,Other
Riyadh,Obaidullah yousafzai official,"ہندوستان کو شاید معلوم نہیں کہ اس نے کس قوم کو للکارا ہیں
پاکستانی افواج اور عوام ملکر دشمن ملک کے 100 تکڑے کرنے می… https://t.co/DYpcceTiv6",22/02/2019 10:55,0,0,Other
Qatif,المهندس منصور,@b3ll1shi @DrAl_Lawati طبع مع من تشاء و لكن لا تستخدم جريمتك بالتواصل مع القتلة و المجرمين و معاملة دولة الإحتلال ك… https://t.co/73U1rlnKgz,22/02/2019 10:55,0,0,Other
Abu Arish,‏﮼محمدعبده💙,@GamishiNasser مو واضح للأسف,22/02/2019 10:55,0,0,Other
Ahsa,REEM # ﮼قهوة,@sweeraalmulhim اي كفوووو https://t.co/EMCgIgkljL,22/02/2019 10:55,0,0,Other
Riyadh,الدكتور/جاسم العتيبي,هام جدا لكل أبنائي الطلاب الغالين على قلبي في مدرسة الشيخ محمد بن إبراهيم الثانوية رحمه الله تعالى : https://t.co/RjQ3qnVby8,22/02/2019 10:55,0,0,Other
Kingdom of Saudi Arabia,روز.المطيري.🖤,@fvfv56 لا.,22/02/2019 10:55,0,0,Other
Riyadh,Nouf,I'm at Ekleel Lebnaon Resturant in Riyadh https://t.co/pnEoX9RPoS,22/02/2019 10:55,0,0,Other
Yanbu Industrial City,Alaa AlNajjar,نفسي اجلس مع نفسي و نتفاهم,22/02/2019 10:55,0,0,Other
Jeddah,إبتسام,@NuhaMeer شفتي كيف 💔,22/02/2019 10:55,0,0,Other
Riyadh,ماجده,"،،قوي جانب الثقة بربك فلن تندم ابدا،،
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:55,0,0,Other
Sakaka,﮼اإلشمــاإلـي🇸🇦,"جـاء النبي إلـى الأنـام بفيضه

والكـون أزهـر بالفـؤاد وروضه

صلـوا عليــه وسلمــوا فلعلنـا

يوم القيامة نرتوي من حوضه

                   ﷺ♡",22/02/2019 10:55,0,1,Peace
Baha,ابو بيلسان القرني,@1Wis4TZcHlvSu6b بارك الله لك ورزقك الله من واسع فضله ورزقك الله بر أمك والله وبالله وتالله انه منظر جميل جداً وثق… https://t.co/wZnZeICZwC,22/02/2019 10:55,0,0,Other
Dammam,بوزامل.,مب عاجبني الي صار امس مايستاهلون ياخي صايرين ماش ماااش https://t.co/lnK8uKxypy,22/02/2019 10:55,0,0,Other
Al Madinah Al Munawwarah,gadah,صوتك الأمان اللي ينسيني كل الهموم❤️.,22/02/2019 10:55,0,0,Other
Al Khobar,إدواردو #التاريخي,@ixm15__ @Th7rb 😂😂😂😂👍🏼,22/02/2019 10:55,0,0,Other
Jubail Industrial City,NAR YAM,"أنا أحب متسكعي و متسكعات الشوارع،فقط ما يحزنني هو عدم التزامهم بمبادئي،كن صادقا مع نفسك أخي وأختي المتسكعة أنتم تبح… https://t.co/31qXEWOYBR",22/02/2019 10:55,0,0,Other
